state_code,state_name,state,year,circuit,n_litigate,n_litigate2,judicial_fte_share,judicial_pay_share,nominate_p50_pres,nominate_p50_cngr,nominate_avg_pres,nominate_avg_cngr,pop_total,congress,circ_rep_share,sg_experience,sg_t14_grad,sg_clerk_scotus,sg_clerk_dc,ag_num,ag_higher_office,ag_tenure,sg_clerk,ln_pop_total,ln_sg_experience,ln_ag_tenure,admin,dem_pres,trumpian,nominate_p50_pres2,nominate_avg_pres2,nominate_p50_cngr2,nominate_avg_cngr2,judicial_fte_share2,judicial_pay_share2
01,Alabama,AL,2011,11,1,3,3.7207022547010067,4.160267622344197,32.1,69.35,32.1,67.47222222222223,4799642,112,50.68493150684932,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.384051889763311,2.0583881324820035,1.749199854809259,Obama,1,0,32.1,32.1,69.35,67.47222222222223,3.7207022547010067,4.160267622344197
01,Alabama,AL,2012,11,0,3,3.5960945760500316,4.007342083167244,32.1,69.35,32.1,67.47222222222223,4816632,112,43.504719324391466,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.38758548659687,2.0583881324820035,1.749199854809259,Obama,1,0,32.1,32.1,69.35,67.47222222222223,3.5960945760500316,4.007342083167244
01,Alabama,AL,2013,11,0,1,3.7105834433677236,3.8319299289568898,32.1,69.75,32.1,68.77499999999999,4831586,113,39.85768645357687,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.390685336118203,2.0583881324820035,1.749199854809259,Obama,1,0,32.1,32.1,69.75,68.77499999999999,3.7105834433677236,3.8319299289568898
01,Alabama,AL,2014,11,0,3,3.6014202784196576,3.8955569100629006,32.1,69.75,32.1,68.77499999999999,4843737,113,32.81029472810296,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.393197088209225,2.0583881324820035,1.749199854809259,Obama,1,0,32.1,32.1,69.75,68.77499999999999,3.6014202784196576,3.8955569100629006
01,Alabama,AL,2015,11,0,5,3.555138180842501,3.920784246821407,32.1,72.3,32.1,70.44444444444444,4854803,114,27.27272727272727,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.395479082159278,2.0583881324820035,1.749199854809259,Obama,1,0,32.1,32.1,72.3,70.44444444444444,3.555138180842501,3.920784246821407
01,Alabama,AL,2016,11,1,8,3.381369188271708,3.602345906766634,32.1,72.3,32.1,70.44444444444444,4866824,114,27.27272727272727,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.397952126255015,2.0583881324820035,1.749199854809259,Obama,1,0,32.1,32.1,72.3,70.44444444444444,3.381369188271708,3.602345906766634
01,Alabama,AL,2017,11,0,1,3.290872815768126,3.3568291495609492,70.15,72.3,70.15,68.87272727272727,4877989,115,29.804898298048972,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.40024360273291,2.0583881324820035,1.749199854809259,Trump,0,1,70.15,70.15,72.3,68.87272727272727,3.290872815768126,3.3568291495609492
01,Alabama,AL,2018,11,0,2,3.408072717066272,3.53816716303461,70.15,72.3,70.15,68.87272727272727,4891628,115,44.4728102947281,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.403035730379424,2.0583881324820035,1.749199854809259,Trump,0,1,70.15,70.15,72.3,68.87272727272727,3.408072717066272,3.53816716303461
01,Alabama,AL,2019,11,1,1,3.4084545733092426,3.8038434237306946,70.15,70.15,70.15,66.90555555555555,4907965,116,50.614913319831345,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.406369953573169,2.0583881324820035,1.749199854809259,Trump,0,1,70.15,70.15,70.15,66.90555555555555,3.4084545733092426,3.8038434237306946
01,Alabama,AL,2020,11,0,0,3.328886544845345,3.4863823832840812,70.15,70.15,70.15,66.90555555555555,5031864,116,58.34206665269336,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.43130104997015,2.0583881324820035,1.749199854809259,Trump,0,1,70.15,70.15,70.15,66.90555555555555,3.328886544845345,3.4863823832840812
01,Alabama,AL,2021,11,2,12,3.491418770321888,3.5123060191743383,34,77.4,34,73.82222222222222,5050380,117,59.684516396845176,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.434974045945342,2.0583881324820035,1.749199854809259,Biden,1,1,34,34,77.4,73.82222222222222,3.491418770321888,3.5123060191743383
01,Alabama,AL,2022,11,1,10,3.3014104867082623,3.481740338710898,34,77.4,34,73.82222222222222,5073903,117,63.63636363636363,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.439620901891228,2.0583881324820035,1.749199854809259,Biden,1,1,34,34,77.4,73.82222222222222,3.3014104867082623,3.481740338710898
01,Alabama,AL,2023,11,0,6,,,,77.55000000000001,,74.22777777777779,5108468,118,60.44001660440017,7.833333333333333,83.33333333333334,50,0,4,33.33333333333333,5.75,50,15.446410112924308,2.0583881324820035,1.749199854809259,Biden,1,1,34,34,77.55000000000001,74.22777777777779,2.109874292102516,2.8948868090501234
02,Alaska,AK,2001,09,0,1,5.155199064210218,5.657559748951165,84.65,64.14999999999999,84.65,64.13333333333333,633714,107,28.000000000000004,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.359353027540353,2.833213344056216,0.6505875661411494,"Bush, Jr.",0,0,84.65,84.65,64.14999999999999,64.13333333333333,5.155199064210218,5.657559748951165
02,Alaska,AK,2002,09,0,0,4.908321579689704,5.39022794371073,84.65,64.14999999999999,84.65,64.13333333333333,642337,107,28.668850506253722,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.372868367067056,2.833213344056216,0.6505875661411494,"Bush, Jr.",0,0,84.65,84.65,64.14999999999999,64.13333333333333,4.908321579689704,5.39022794371073
02,Alaska,AK,2003,09,0,0,4.895921407577405,5.457426522336368,84.65,60.95,84.65,61.86666666666667,648414,108,33.24074854622799,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.38228466022068,2.833213344056216,0.6505875661411494,"Bush, Jr.",0,0,84.65,84.65,60.95,61.86666666666667,4.895921407577405,5.457426522336368
02,Alaska,AK,2004,09,0,0,4.927606764813237,5.432404407000655,84.65,60.95,84.65,61.86666666666667,659286,108,35.30797253748074,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.39891271023313,2.833213344056216,0.6505875661411494,"Bush, Jr.",0,0,84.65,84.65,60.95,61.86666666666667,4.927606764813237,5.432404407000655
02,Alaska,AK,2005,09,0,1,5.139901437706187,5.5610324735959855,84.65,60.95,84.65,61.86666666666667,666946,109,33.33333333333333,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.410464362100122,2.833213344056216,0.6505875661411494,"Bush, Jr.",0,0,84.65,84.65,60.95,61.86666666666667,5.139901437706187,5.5610324735959855
02,Alaska,AK,2006,09,0,0,5.17275655043537,5.650230648892938,84.65,60.95,84.65,61.86666666666667,675302,109,36.29392342817001,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.422915277205224,2.833213344056216,0.6505875661411494,"Bush, Jr.",0,0,84.65,84.65,60.95,61.86666666666667,5.17275655043537,5.650230648892938
02,Alaska,AK,2007,09,0,0,5.3093205473044085,5.8527464411619805,84.65,60.95,84.65,61.86666666666667,680300,110,40.25992272567615,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.430289156333153,2.833213344056216,0.6505875661411494,"Bush, Jr.",0,0,84.65,84.65,60.95,61.86666666666667,5.3093205473044085,5.8527464411619805
02,Alaska,AK,2008,09,0,0,5.296503766660228,5.773607188841843,84.65,60.95,84.65,61.86666666666667,687455,110,40.74074074074074,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.440751651835166,2.833213344056216,0.6505875661411494,"Bush, Jr.",0,0,84.65,84.65,60.95,61.86666666666667,5.296503766660228,5.773607188841843
02,Alaska,AK,2009,09,1,2,5.419547034335256,5.971450014860691,32.1,60.5,32.1,54.300000000000004,698895,111,40.74074074074074,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.45725579534033,2.833213344056216,0.6505875661411494,Obama,1,0,32.1,32.1,60.5,54.300000000000004,5.419547034335256,5.971450014860691
02,Alaska,AK,2010,09,0,1,5.399228146427367,6.084330035920464,32.1,60.5,32.1,54.300000000000004,713982,111,40.84392928228545,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.478613030919908,2.833213344056216,0.6505875661411494,Obama,1,0,32.1,32.1,60.5,54.300000000000004,5.399228146427367,6.084330035920464
02,Alaska,AK,2011,09,0,0,5.43986241447639,6.144756328936107,32.1,60.5,32.1,54.300000000000004,722349,112,37.79041095890411,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.490263680586112,2.833213344056216,0.6505875661411494,Obama,1,0,32.1,32.1,60.5,54.300000000000004,5.43986241447639,6.144756328936107
02,Alaska,AK,2012,09,0,2,5.446199045170768,6.2315476641325365,32.1,60.5,32.1,54.300000000000004,730810,112,33.767159070437764,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.501908787026743,2.833213344056216,0.6505875661411494,Obama,1,0,32.1,32.1,60.5,54.300000000000004,5.446199045170768,6.2315476641325365
02,Alaska,AK,2013,09,1,1,5.4744925946242455,6.2922958216358795,32.1,60.5,32.1,54.300000000000004,737626,113,33.04305283757339,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.511192200060973,2.833213344056216,0.6505875661411494,Obama,1,0,32.1,32.1,60.5,54.300000000000004,5.4744925946242455,6.2922958216358795
02,Alaska,AK,2014,09,0,1,5.556582498428777,6.4788574527034255,32.1,60.5,32.1,54.300000000000004,737075,113,31.689610185122707,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.510444929901613,2.833213344056216,0.6505875661411494,Obama,1,0,32.1,32.1,60.5,54.300000000000004,5.556582498428777,6.4788574527034255
02,Alaska,AK,2015,09,0,1,5.680993314231135,6.606664113631187,32.1,64.14999999999999,32.1,66.28333333333333,738430,114,31.098252243741143,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.512281589731169,2.833213344056216,0.6505875661411494,Obama,1,0,32.1,32.1,64.14999999999999,66.28333333333333,5.680993314231135,6.606664113631187
02,Alaska,AK,2016,09,0,2,5.5119052367088095,6.452588248130904,32.1,64.14999999999999,32.1,66.28333333333333,742575,114,32.39057400365302,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.517879154658825,2.833213344056216,0.6505875661411494,Obama,1,0,32.1,32.1,64.14999999999999,66.28333333333333,5.5119052367088095,6.452588248130904
02,Alaska,AK,2017,09,0,0,6.672094443313657,7.247395483506961,70.15,64.14999999999999,70.15,66.28333333333333,740983,115,27.88493150684932,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.515732962044742,2.833213344056216,0.6505875661411494,Trump,0,1,70.15,70.15,64.14999999999999,66.28333333333333,6.672094443313657,7.247395483506961
02,Alaska,AK,2018,09,0,0,6.720144061553573,7.324146418494047,70.15,64.14999999999999,70.15,66.28333333333333,736624,115,27.709404948833182,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.509832864596445,2.833213344056216,0.6505875661411494,Trump,0,1,70.15,70.15,64.14999999999999,66.28333333333333,6.720144061553573,7.324146418494047
02,Alaska,AK,2019,09,0,0,6.816044486241157,7.20109370907667,70.15,64.14999999999999,70.15,66.28333333333333,733603,116,38.83628103947453,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.505723289338059,2.833213344056216,0.6505875661411494,Trump,0,1,70.15,70.15,64.14999999999999,66.28333333333333,6.816044486241157,7.20109370907667
02,Alaska,AK,2020,09,0,0,7.034837187750116,7.400660752908644,70.15,64.14999999999999,70.15,66.28333333333333,732964,116,44.82220248189723,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.504851866429407,2.833213344056216,0.6505875661411494,Trump,0,1,70.15,70.15,64.14999999999999,66.28333333333333,7.034837187750116,7.400660752908644
02,Alaska,AK,2021,09,0,11,7.196102111356349,7.480731947198733,34,62.324999999999996,34,60.212500000000006,734923,117,44.85390377218436,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.5075210108023,2.833213344056216,0.6505875661411494,Biden,1,1,34,34,62.324999999999996,60.212500000000006,7.196102111356349,7.480731947198733
02,Alaska,AK,2022,09,0,7,7.141952105418762,7.311498063670673,34,62.324999999999996,34,60.212500000000006,733276,117,44.81977652288838,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.505277444785895,2.833213344056216,0.6505875661411494,Biden,1,1,34,34,62.324999999999996,60.212500000000006,7.141952105418762,7.311498063670673
02,Alaska,AK,2023,09,0,5,,,,60.5,,58.9,733406,118,45.56886429583643,17,0,0,0,12,9.090909090909092,1.9166666666666667,0,13.505454715660345,2.833213344056216,0.6505875661411494,Biden,1,1,34,34,60.5,58.9,6.709971808960363,6.792146897360947
04,Arizona,AZ,2001,09,0,0,2.173812993786914,2.9842618881807512,84.65,77.67500000000001,84.65,73.28125,5273477,107,28.000000000000004,8.6,60,0,0,5,75,4.6,0,15.478200475259504,2.151762203259462,1.5260563034950492,"Bush, Jr.",0,0,84.65,84.65,77.67500000000001,73.28125,2.173812993786914,2.9842618881807512
04,Arizona,AZ,2002,09,0,0,2.099575569669787,2.924184101944961,84.65,77.67500000000001,84.65,73.28125,5396255,107,28.668850506253722,8.6,60,0,0,5,75,4.6,0,15.501215752420771,2.151762203259462,1.5260563034950492,"Bush, Jr.",0,0,84.65,84.65,77.67500000000001,73.28125,2.099575569669787,2.924184101944961
04,Arizona,AZ,2003,09,0,0,1.991678394419629,2.733657717384613,84.65,73.22500000000001,84.65,67.19,5510364,108,33.24074854622799,8.6,60,0,0,5,75,4.6,0,15.522141240653108,2.151762203259462,1.5260563034950492,"Bush, Jr.",0,0,84.65,84.65,73.22500000000001,67.19,1.991678394419629,2.733657717384613
04,Arizona,AZ,2004,09,0,0,1.968921334019931,2.8160936626584028,84.65,73.22500000000001,84.65,67.19,5652404,108,35.30797253748074,8.6,60,0,0,5,75,4.6,0,15.547591499354478,2.151762203259462,1.5260563034950492,"Bush, Jr.",0,0,84.65,84.65,73.22500000000001,67.19,1.968921334019931,2.8160936626584028
04,Arizona,AZ,2005,09,0,0,3.341230173634184,3.9049002343263077,84.65,73.22500000000001,84.65,67.19,5839077,109,33.33333333333333,8.6,60,0,0,5,75,4.6,0,15.580083294368311,2.151762203259462,1.5260563034950492,"Bush, Jr.",0,0,84.65,84.65,73.22500000000001,67.19,3.341230173634184,3.9049002343263077
04,Arizona,AZ,2006,09,0,1,3.428161177420802,3.81532552589889,84.65,73.22500000000001,84.65,67.19,6029141,109,36.29392342817001,8.6,60,0,0,5,75,4.6,0,15.612115104161084,2.151762203259462,1.5260563034950492,"Bush, Jr.",0,0,84.65,84.65,73.22500000000001,67.19,3.428161177420802,3.81532552589889
04,Arizona,AZ,2007,09,0,3,3.487042682926829,3.905463124950704,84.65,66.14999999999999,84.65,61.809999999999995,6167681,110,40.25992272567615,8.6,60,0,0,5,75,4.6,0,15.63483347434051,2.151762203259462,1.5260563034950492,"Bush, Jr.",0,0,84.65,84.65,66.14999999999999,61.809999999999995,3.487042682926829,3.905463124950704
04,Arizona,AZ,2008,09,1,2,3.191605939400581,3.4661409496931137,84.65,66.14999999999999,84.65,61.809999999999995,6280362,110,40.74074074074074,8.6,60,0,0,5,75,4.6,0,15.652938180095171,2.151762203259462,1.5260563034950492,"Bush, Jr.",0,0,84.65,84.65,66.14999999999999,61.809999999999995,3.191605939400581,3.4661409496931137
04,Arizona,AZ,2009,09,0,0,3.021515977498115,3.269587707826317,32.1,58.12500000000001,32.1,59.64,6343154,111,40.74074074074074,8.6,60,0,0,5,75,4.6,0,15.662886679053772,2.151762203259462,1.5260563034950492,Obama,1,0,32.1,32.1,58.12500000000001,59.64,3.021515977498115,3.269587707826317
04,Arizona,AZ,2010,09,0,1,2.9308306015836663,3.273989831195165,32.1,58.12500000000001,32.1,59.64,6407342,111,40.84392928228545,8.6,60,0,0,5,75,4.6,0,15.672955078313136,2.151762203259462,1.5260563034950492,Obama,1,0,32.1,32.1,58.12500000000001,59.64,2.9308306015836663,3.273989831195165
04,Arizona,AZ,2011,09,0,0,3.007879510365481,3.3095549539656126,32.1,77.4,32.1,64.78636363636363,6473416,112,37.79041095890411,8.6,60,0,0,5,75,4.6,0,15.683214502417659,2.151762203259462,1.5260563034950492,Obama,1,0,32.1,32.1,77.4,64.78636363636363,3.007879510365481,3.3095549539656126
04,Arizona,AZ,2012,09,0,2,2.757782800109736,3.016237726236029,32.1,77.4,32.1,64.78636363636363,6556344,112,33.767159070437764,8.6,60,0,0,5,75,4.6,0,15.695943688488216,2.151762203259462,1.5260563034950492,Obama,1,0,32.1,32.1,77.4,64.78636363636363,2.757782800109736,3.016237726236029
04,Arizona,AZ,2013,09,1,3,2.6722175242307937,2.883480218762545,32.1,69.05,32.1,61.37272727272727,6634690,113,33.04305283757339,8.6,60,0,0,5,75,4.6,0,15.707822502727778,2.151762203259462,1.5260563034950492,Obama,1,0,32.1,32.1,69.05,61.37272727272727,2.6722175242307937,2.883480218762545
04,Arizona,AZ,2014,09,0,1,2.7087490943295487,2.96018419162471,32.1,69.05,32.1,61.37272727272727,6732873,113,31.689610185122707,8.6,60,0,0,5,75,4.6,0,15.722512505029606,2.151762203259462,1.5260563034950492,Obama,1,0,32.1,32.1,69.05,61.37272727272727,2.7087490943295487,2.96018419162471
04,Arizona,AZ,2015,09,2,5,3.029675066312997,3.236358149894067,32.1,69.05,32.1,63.51363636363636,6832810,114,31.098252243741143,8.6,60,0,0,5,75,4.6,0,15.737246567141865,2.151762203259462,1.5260563034950492,Obama,1,0,32.1,32.1,69.05,63.51363636363636,3.029675066312997,3.236358149894067
04,Arizona,AZ,2016,09,1,7,3.295259693567122,3.5197389168239326,32.1,69.05,32.1,63.51363636363636,6944767,114,32.39057400365302,8.6,60,0,0,5,75,4.6,0,15.753498984291735,2.151762203259462,1.5260563034950492,Obama,1,0,32.1,32.1,69.05,63.51363636363636,3.295259693567122,3.5197389168239326
04,Arizona,AZ,2017,09,0,1,3.432893183627529,3.623145042145641,70.15,77.4,70.15,66.38461538461539,7048088,115,27.88493150684932,8.6,60,0,0,5,75,4.6,0,15.768266932331784,2.151762203259462,1.5260563034950492,Trump,0,1,70.15,70.15,77.4,66.38461538461539,3.432893183627529,3.623145042145641
04,Arizona,AZ,2018,09,0,1,3.2882622914777246,3.3385666972300263,70.15,77.4,70.15,66.38461538461539,7164228,115,27.709404948833182,8.6,60,0,0,5,75,4.6,0,15.784610867451955,2.151762203259462,1.5260563034950492,Trump,0,1,70.15,70.15,77.4,66.38461538461539,3.2882622914777246,3.3385666972300263
04,Arizona,AZ,2019,09,0,0,3.167536794960001,3.192431529413267,70.15,43.15,70.15,54.425000000000004,7291843,116,38.83628103947453,8.6,60,0,0,5,75,4.6,0,15.802266884104585,2.151762203259462,1.5260563034950492,Trump,0,1,70.15,70.15,43.15,54.425000000000004,3.167536794960001,3.192431529413267
04,Arizona,AZ,2020,09,0,0,3.166759650381233,3.131436976627971,70.15,43.15,70.15,54.425000000000004,7186683,116,44.82220248189723,8.6,60,0,0,5,75,4.6,0,15.78774028806165,2.151762203259462,1.5260563034950492,Trump,0,1,70.15,70.15,43.15,54.425000000000004,3.166759650381233,3.131436976627971
04,Arizona,AZ,2021,09,4,12,3.284112326946806,3.452611132559281,34,41.55,34,53.259090909090915,7272487,117,44.85390377218436,8.6,60,0,0,5,75,4.6,0,15.799608881794034,2.151762203259462,1.5260563034950492,Biden,1,1,34,34,41.55,53.259090909090915,3.284112326946806,3.452611132559281
04,Arizona,AZ,2022,09,5,10,3.184574206587644,3.478776891623007,34,41.55,34,53.259090909090915,7365684,117,44.81977652288838,8.6,60,0,0,5,75,4.6,0,15.812342475256987,2.151762203259462,1.5260563034950492,Biden,1,1,34,34,41.55,53.259090909090915,3.184574206587644,3.478776891623007
04,Arizona,AZ,2023,09,0,1,,,,65.10000000000001,,58.91363636363637,7431344,118,45.56886429583643,8.6,60,0,0,5,75,4.6,0,15.821217288626341,2.151762203259462,1.5260563034950492,Biden,1,1,34,34,65.10000000000001,58.91363636363637,2.514328560995513,2.469110156180032
05,Arkansas,AR,2001,08,0,0,2.465352332617607,2.928777804974413,84.65,41.699999999999996,84.65,51.964285714285715,2691571,107,62.88888888888889,11.5,100,0,0,6,80,3.8333333333333335,0,14.805635595977595,2.4423470353692043,1.3437347467010947,"Bush, Jr.",0,0,84.65,84.65,41.699999999999996,51.964285714285715,2.465352332617607,2.928777804974413
05,Arkansas,AR,2002,08,0,0,2.653371641034307,3.1651133462912693,84.65,41.699999999999996,84.65,51.964285714285715,2705927,107,70.83852220838523,11.5,100,0,0,6,80,3.8333333333333335,0,14.81095511026103,2.4423470353692043,1.3437347467010947,"Bush, Jr.",0,0,84.65,84.65,41.699999999999996,51.964285714285715,2.653371641034307,3.1651133462912693
05,Arkansas,AR,2003,08,0,0,2.5921201027973453,3.0590372209074133,84.65,40,84.65,44.15833333333333,2724816,108,74.28891656288916,11.5,100,0,0,6,80,3.8333333333333335,0,14.817911460863925,2.4423470353692043,1.3437347467010947,"Bush, Jr.",0,0,84.65,84.65,40,44.15833333333333,2.5921201027973453,3.0590372209074133
05,Arkansas,AR,2004,08,0,0,2.416442921951671,2.3115776914074098,84.65,40,84.65,44.15833333333333,2749686,108,79.96191422420931,11.5,100,0,0,6,80,3.8333333333333335,0,14.826997281305331,2.4423470353692043,1.3437347467010947,"Bush, Jr.",0,0,84.65,84.65,40,44.15833333333333,2.416442921951671,2.3115776914074098
05,Arkansas,AR,2005,08,0,0,2.6797084063855308,2.646468550593529,84.65,40,84.65,44.15833333333333,2781097,109,81.81818181818183,11.5,100,0,0,6,80,3.8333333333333335,0,14.838356012147559,2.4423470353692043,1.3437347467010947,"Bush, Jr.",0,0,84.65,84.65,40,44.15833333333333,2.6797084063855308,2.646468550593529
05,Arkansas,AR,2006,08,0,0,2.273548076426987,2.223558844729963,84.65,40,84.65,44.15833333333333,2821761,109,81.813200498132,11.5,100,0,0,6,80,3.8333333333333335,0,14.852871716100342,2.4423470353692043,1.3437347467010947,"Bush, Jr.",0,0,84.65,84.65,40,44.15833333333333,2.273548076426987,2.223558844729963
05,Arkansas,AR,2007,08,0,0,2.49553766881083,2.430755062250119,84.65,40,84.65,44.15833333333333,2848650,110,81.81818181818183,11.5,100,0,0,6,80,3.8333333333333335,0,14.862355755810501,2.4423470353692043,1.3437347467010947,"Bush, Jr.",0,0,84.65,84.65,40,44.15833333333333,2.49553766881083,2.430755062250119
05,Arkansas,AR,2008,08,0,0,2.428685989231298,2.313234996034546,84.65,40,84.65,44.15833333333333,2874554,110,81.81818181818183,11.5,100,0,0,6,80,3.8333333333333335,0,14.871408089744834,2.4423470353692043,1.3437347467010947,"Bush, Jr.",0,0,84.65,84.65,40,44.15833333333333,2.428685989231298,2.313234996034546
05,Arkansas,AR,2009,08,0,0,2.468330697621338,2.30695113986222,32.1,40,32.1,44.15833333333333,2896843,111,81.81818181818183,11.5,100,0,0,6,80,3.8333333333333335,0,14.879132081289153,2.4423470353692043,1.3437347467010947,Obama,1,0,32.1,32.1,40,44.15833333333333,2.468330697621338,2.30695113986222
05,Arkansas,AR,2010,08,0,0,2.517169680549429,2.3806390741872687,32.1,40,32.1,44.15833333333333,2921998,111,81.81818181818183,11.5,100,0,0,6,80,3.8333333333333335,0,14.88777818682985,2.4423470353692043,1.3437347467010947,Obama,1,0,32.1,32.1,40,44.15833333333333,2.517169680549429,2.3806390741872687
